,ARTIST,Rank,TITLE,Year,ARTIST_Full
391,Rihanna,94,Diamonds,2012.0,Rihanna
392,Lee Brice,95,Hard To Love,2012.0,Lee Brice
393,Kip Moore,96,Somethin’ ‘Bout A Truck,2012.0,Kip Moore
394,Miguel,97,Adorn,2012.0,Miguel
395,Jason Aldean,98,Fly Over States,2012.0,Jason Aldean
396,Eli Young Band,99,Even If It Breaks Your Heart,2012.0,Eli Young Band
397,Linkin Park,100,Burn It Down,2012.0,Linkin Park
398,Adele,1,Rolling In The Deep,2011.0,Adele
399,LMFAO,2,Party Rock Anthem,2011.0,LMFAO feat. Lauren Bennett & GoonRock
400,Katy Perry,3,Firework,2011.0,Katy Perry
401,Katy Perry,4,E.T.,2011.0,Katy Perry feat. Kanye West
402,Pitbull,5,Give Me Everything,2011.0,"Pitbull feat. Ne-Yo, Afrojack & Nayer"
403,Bruno Mars,6,Grenade,2011.0,Bruno Mars
404,Cee Lo Green,7,F**K You (Forget You),2011.0,Cee Lo Green
405,Nicki Minaj,8,Super Bass,2011.0,Nicki Minaj
406,Maroon 5,9,Moves Like Jagger,2011.0,Maroon 5 feat. Christina Aguilera
407,The Black Eyed Peas,10,Just Can’t Get Enough,2011.0,The Black Eyed Peas
408,Jennifer Lopez,11,On The Floor,2011.0,Jennifer Lopez feat. Pitbull
409,Rihanna,12,S&M,2011.0,Rihanna
410,Foster The People,13,Pumped Up Kicks,2011.0,Foster The People
411,Katy Perry,14,Last Friday Night (T.G.I.F.),2011.0,Katy Perry
412,Bruno Mars,15,Just The Way You Are,2011.0,Bruno Mars
413,Enrique Iglesias,16,Tonight (I’m Lovin’ You),2011.0,Enrique Iglesias feat. Ludacris & DJ Frank E
414,P!Nk,17,Raise Your Glass,2011.0,P!Nk
415,Lady Gaga,18,Born This Way,2011.0,Lady Gaga
416,P!Nk,19,F**Kin’ Perfect,2011.0,P!Nk
417,Rihanna,20,What’s My Name?,2011.0,Rihanna feat. Drake
418,Chris Brown,21,Look At Me Now,2011.0,Chris Brown feat. Lil Wayne & Busta Rhymes
419,Jeremih,22,Down On Me,2011.0,Jeremih feat. 50 Cent
420,Lil Wayne,23,How To Love,2011.0,Lil Wayne
421,Adele,24,Someone Like You,2011.0,Adele
422,OneRepublic,25,Good Life,2011.0,OneRepublic
423,Bruno Mars,26,The Lazy Song,2011.0,Bruno Mars
424,Britney Spears,27,Till The World Ends,2011.0,Britney Spears
425,Lupe Fiasco,28,The Show Goes On,2011.0,Lupe Fiasco
426,Lady Gaga,29,The Edge Of Glory,2011.0,Lady Gaga
427,Ke$Ha,30,We R Who We R,2011.0,Ke$Ha
428,Wiz Khalifa,31,Black And Yellow,2011.0,Wiz Khalifa
429,Hot Chelle Rae,32,Tonight Tonight,2011.0,Hot Chelle Rae
430,Ke$Ha,33,Blow,2011.0,Ke$Ha
431,Bad Meets Evil,34,Lighters,2011.0,Bad Meets Evil feat. Bruno Mars
432,The Band Perry,35,If I Die Young,2011.0,The Band Perry
433,Gym Class Heroes,36,Stereo Hearts,2011.0,Gym Class Heroes feat. Adam Levine
434,The Black Eyed Peas,37,The Time (Dirty Bit),2011.0,The Black Eyed Peas
435,Diddy – Dirty Money,38,Coming Home,2011.0,Diddy – Dirty Money feat. Skylar Grey
436,Pitbull,39,Hey Baby (Drop It To The Floor),2011.0,Pitbull feat. T-Pain
437,Rihanna,40,Only Girl (In The World),2011.0,Rihanna
438,Lil Wayne,41,6 Foot 7 Foot,2011.0,Lil Wayne feat. Cory Gunz
439,Lady Antebellum,42,Just A Kiss,2011.0,Lady Antebellum
440,Jason Aldean,43,Dirt Road Anthem,2011.0,Jason Aldean
441,Taio Cruz,44,Dynamite,2011.0,Taio Cruz
442,Waka Flocka Flame,45,No Hands,2011.0,Waka Flocka Flame feat. Roscoe Dash & Wale
443,Britney Spears,46,I Wanna Go,2011.0,Britney Spears
444,DJ Khaled,47,I’m On One,2011.0,"DJ Khaled feat. Drake, Rick Ross & Lil Wayne"
445,Cobra Starship,48,You Make Me Feel…,2011.0,Cobra Starship feat. Sabi
446,Chris Brown,49,Yeah 3x,2011.0,Chris Brown
447,Nicki Minaj,50,Moment 4 Life,2011.0,Nicki Minaj feat. Drake
448,Dr. Dre,51,I Need A Doctor,2011.0,Dr. Dre feat. Eminem & Skylar Grey
449,Nelly,52,Just A Dream,2011.0,Nelly
450,Kelly Rowland,53,Motivation,2011.0,Kelly Rowland feat. Lil Wayne
451,Edward Maya & Vika Jigulina,54,Stereo Love,2011.0,Edward Maya & Vika Jigulina
452,Christina Perri,55,Jar Of Hearts,2011.0,Christina Perri
453,Wiz Khalifa,56,Roll Up,2011.0,Wiz Khalifa
454,LMFAO,57,Sexy And I Know It,2011.0,LMFAO
455,Far*East Movement,58,Rocketeer,2011.0,Far*East Movement feat. Ryan Tedder
456,Kanye West,59,All Of The Lights,2011.0,Kanye West
457,Britney Spears,60,Hold It Against Me,2011.0,Britney Spears
458,Usher,61,More,2011.0,Usher
459,Avril Lavigne,62,What The Hell,2011.0,Avril Lavigne
460,Tinie Tempah,63,Written In The Stars,2011.0,Tinie Tempah feat. Eric Turner
461,Trey Songz,64,Bottoms Up,2011.0,Trey Songz feat. Nicki Minaj
462,Usher,65,DJ Got Us Fallin’ In Love,2011.0,Usher feat. Pitbull
463,The Script,66,For The First Time,2011.0,The Script
464,Blake Shelton,67,Honey Bee,2011.0,Blake Shelton
465,Jason Aldean With Kelly Clarkson,68,Don’t You Wanna Stay,2011.0,Jason Aldean With Kelly Clarkson
466,Rihanna,69,We Found Love,2011.0,Rihanna feat. Calvin Harris
467,Keri Hilson,70,Pretty Girl Rock,2011.0,Keri Hilson
468,Lady Gaga,71,You And I,2011.0,Lady Gaga
469,Far*East Movement,72,Like A G6,2011.0,Far*East Movement feat. Cataracs & Dev
470,David Guetta,73,Without You,2011.0,David Guetta feat. Usher
471,Taylor Swift,74,Back To December,2011.0,Taylor Swift
472,Katy Perry,75,Teenage Dream,2011.0,Katy Perry
473,Eli Young Band,76,Crazy Girl,2011.0,Eli Young Band
474,Rihanna,77,Cheers (Drink To That),2011.0,Rihanna
475,Selena Gomez & The Scene,78,Who Says,2011.0,Selena Gomez & The Scene
476,Jake Owen,79,Barefoot Blue Jean Night,2011.0,Jake Owen
477,Zac Brown Band,80,Knee Deep,2011.0,Zac Brown Band feat. Jimmy Buffett
478,Luke Bryan,81,Country Girl (Shake It For Me),2011.0,Luke Bryan
479,Brad Paisley With Carrie Underwood,82,Remind Me,2011.0,Brad Paisley With Carrie Underwood
480,Dev,83,In The Dark,2011.0,Dev
481,New Boyz,84,Backseat,2011.0,New Boyz feat. The Cataracs & Dev
482,Drake,85,Headlines,2011.0,Drake
483,Beyonce,86,Best Thing I Never Had,2011.0,Beyonce
484,Jason Derulo,87,Don’t Wanna Go Home,2011.0,Jason Derulo
485,David Guetta,88,Where Them Girls At,2011.0,David Guetta feat. Flo Rida & Nicki Minaj
486,Chris Brown,89,She Ain’t You,2011.0,Chris Brown
487,Rodney Atkins,90,Take A Back Road,2011.0,Rodney Atkins
488,Mike Posner,91,Please Don’t Go,2011.0,Mike Posner
489,Miguel,92,Sure Thing,2011.0,Miguel
490,Jessie J,93,Price Tag,2011.0,Jessie J feat. B.O.B
491,Blake Shelton,94,God Gave Me You,2011.0,Blake Shelton
492,Lil Wayne,95,She Will,2011.0,Lil Wayne feat. Drake
493,Thompson Square,96,Are You Gonna Kiss Me Or Not,2011.0,Thompson Square
494,Neon Trees,97,Animal,2011.0,Neon Trees
495,Kenny Chesney,98,You And Tequila,2011.0,Kenny Chesney feat. Grace Potter
496,Zac Brown Band,99,Colder Weather,2011.0,Zac Brown Band
497,Big Sean,100,My Last,2011.0,Big Sean feat. Chris Brown
498,Ke$ha,1,TiK ToK,2010.0,Ke$ha
499,Lady Antebellum,2,Need You Now,2010.0,Lady Antebellum
500,Train,3,"Hey, Soul Sister",2010.0,Train
501,Katy Perry,4,California Gurls,2010.0,Katy Perry feat. Snoop Dogg
502,Usher,5,OMG,2010.0,Usher feat. will.i.am
503,B.o.B,6,Airplanes,2010.0,B.o.B feat. Hayley Williams
504,Eminem,7,Love The Way You Lie,2010.0,Eminem feat. Rihanna
505,Lady Gaga,8,Bad Romance,2010.0,Lady Gaga
506,Taio Cruz,9,Dynamite,2010.0,Taio Cruz
507,Taio Cruz,10,Break Your Heart,2010.0,Taio Cruz feat. Ludacris
508,B.o.B,11,Nothin’ On You,2010.0,B.o.B feat. Bruno Mars
509,Enrique Iglesias,12,I Like It,2010.0,Enrique Iglesias feat. Pitbull
510,Young Money,13,Bedrock,2010.0,Young Money feat. Lloyd
511,Jason Derulo,14,In My Head,2010.0,Jason Derulo
512,Rihanna,15,Rude Boy,2010.0,Rihanna
513,Lady Gaga,16,Telephone,2010.0,Lady Gaga feat. Beyonce
514,Katy Perry,17,Teenage Dream,2010.0,Katy Perry
515,Bruno Mars,18,Just The Way You Are,2010.0,Bruno Mars
516,Mike Posner,19,Cooler Than Me,2010.0,Mike Posner
517,Black Eyed Peas,20,Imma Be,2010.0,Black Eyed Peas
518,Jay-Z and Alicia Keys,21,Empire State of Mind,2010.0,Jay-Z and Alicia Keys
519,Usher,22,DJ Got Us Fallin’ in Love,2010.0,Usher feat. Pitbull
520,Travie McCoy,23,Billionaire,2010.0,Travie McCoy feat. Bruno Mars
521,Eminem,24,Not Afraid,2010.0,Eminem
522,Iyaz,25,Replay,2010.0,Iyaz
523,David Guetta,26,Sexy Chick,2010.0,David Guetta feat. Akon
524,The Script,27,Breakeven,2010.0,The Script
525,Ke$ha,28,Your Love Is My Drug,2010.0,Ke$ha
526,Black Eyed Peas,29,I Gotta Feeling,2010.0,Black Eyed Peas
527,Owl City,30,Fireflies,2010.0,Owl City
528,Trey Songz,31,Say Aah,2010.0,Trey Songz feat. Fabolous
529,Drake,32,Find Your Love,2010.0,Drake
530,Lady Gaga,33,Alejandro,2010.0,Lady Gaga
531,Jason Derulo,34,Ridin’ Solo,2010.0,Jason Derulo
532,Nelly,35,Just A Dream,2010.0,Nelly
533,Ludacris,36,How Low,2010.0,Ludacris
534,Far East Movement,37,Like A G6,2010.0,Far East Movement feat. The Cataracs and Dev
535,Timbaland,38,Carry Out,2010.0,Timbaland feat. Justin Timberlake
536,Michael Buble,39,Haven’t Met You Yet,2010.0,Michael Buble
537,Flo Rida,40,Club Can’t Handle Me,2010.0,Flo Rida feat. David Guetta
538,Jay Sean,41,Down,2010.0,Jay Sean feat. Lil Wayne
539,La Roux,42,Bulletproof,2010.0,La Roux
540,Jason Derulo,43,Whatcha Say,2010.0,Jason Derulo
541,Justin Bieber,44,Baby,2010.0,Justin Bieber feat. Ludacris
542,Adam Lambert,45,Whataya Want From Me,2010.0,Adam Lambert
543,Taylor Swift,46,Mine,2010.0,Taylor Swift
544,Rihanna,47,Only Girl (In The World),2010.0,Rihanna
545,Kris Allen,48,Live Like We’re Dying,2010.0,Kris Allen
546,Rihanna,49,Hard,2010.0,Rihanna feat. Jeezy
547,Jay-Z and Mr. Hudson,50,Young Forever,2010.0,Jay-Z and Mr. Hudson
548,Ke$ha,51,Blah Blah Blah,2010.0,Ke$ha feat. 3OH!3
549,Trey Songz,52,Bottoms Up,2010.0,Trey Songz feat. Nicki Minaj
550,Jay Sean,53,Do You Remember,2010.0,Jay Sean feat. Sean Paul & Lil Jon
551,OneRepublic,54,All The Right Moves,2010.0,OneRepublic
552,Orianthi,55,According To You,2010.0,Orianthi
553,Ludacris,56,My Chick Bad,2010.0,Ludacris feat. Nicki Minaj
554,Taylor Swift,57,You Belong With Me,2010.0,Taylor Swift
555,Black Eyed Peas,58,Meet Me Halfway,2010.0,Black Eyed Peas
556,Ke$ha,59,Take It Off,2010.0,Ke$ha
557,Drake,60,Over,2010.0,Drake
558,Neon Trees,61,Animal,2010.0,Neon Trees
559,Maroon 5,62,Misery,2010.0,Maroon 5
560,B.o.B,63,Magic,2010.0,B.o.B feat. Rivers Cuomo
561,Lady Gaga,64,Paparazzi,2010.0,Lady Gaga
562,New Boyz,65,Tie Me Down,2010.0,New Boyz feat. Ray J
563,Nicki Minaj,66,Your Love,2010.0,Nicki Minaj
564,Miley Cyrus,67,Party In The U.S.A.,2010.0,Miley Cyrus
565,Chris Brown,68,Deuces,2010.0,Chris Brown feat. Tyga and Kevin McCall
566,Britney Spears,69,3,2010.0,Britney Spears
567,Shontelle,70,Impossible,2010.0,Shontelle
568,Drake,71,Forever,2010.0,"Drake feat. Kanye West, Lil Wayne and Eminem"
569,Boys Like Girls,72,Two Is Better Than One,2010.0,Boys Like Girls feat. Taylor Swift
570,3OH!3,73,My First Kiss,2010.0,3OH!3 feat. Ke$ha
571,Kelly Clarkson,74,Already Gone,2010.0,Kelly Clarkson
572,Black Eyed Peas,75,Rock That Body,2010.0,Black Eyed Peas
573,OneRepublic,76,Secrets,2010.0,OneRepublic
574,Selena Gomez and The Scene,77,Naturally,2010.0,Selena Gomez and The Scene
575,Alicia Keyes,78,Un-Thinkable (I’m Ready),2010.0,Alicia Keyes
576,DJ Khaled,79,All I Do Is Win,2010.0,"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg and Rick Ross"
577,Kevin Rudolf,80,I Made It (Cash Money Heroes),2010.0,"Kevin Rudolf feat. Birdman, Jay Sean, & Lil Wayne"
578,Sugarland,81,Stuck Like Glue,2010.0,Sugarland
579,Usher,82,Hey Daddy (Daddy’s Home),2010.0,Usher feat. Plies
580,Usher,83,There Goes My Baby,2010.0,Usher
581,Taylor Swift,84,Today Was A Fairytale,2010.0,Taylor Swift
582,Timbaland,85,Say Something,2010.0,Timbaland feat. Drake
583,Beyonce,86,Sweet Dreams,2010.0,Beyonce
584,Kings of Leon,87,Use Somebody,2010.0,Kings of Leon
585,Carrie Underwood,88,Undo It,2010.0,Carrie Underwood
586,Sean Kingston and Justin Bieber,89,Eenie Meenie,2010.0,Sean Kingston and Justin Bieber
587,Lil Wayne,90,Right Above It,2010.0,Lil Wayne feat. Drake
588,Miranda Lambert,91,The House That Built Me,2010.0,Miranda Lambert
589,The Band Perry,92,If I Die Young,2010.0,The Band Perry
590,Paramore,93,The Only Exception,2010.0,Paramore
591,Lady Antebellum,94,American Honey,2010.0,Lady Antebellum
592,Sara Bareilles,95,King Of Anything,2010.0,Sara Bareilles
593,Daughtry,96,Life After You,2010.0,Daughtry
594,Uncle Kraker,97,Smile,2010.0,Uncle Kraker
595,Cali Swag District,98,Teach Me How To Dougie,2010.0,Cali Swag District
596,Alicia Keyes,99,Try Sleeping With A Broken Heart,2010.0,Alicia Keyes
597,Jerrod Niemann,100,"Lover, Lover",2010.0,Jerrod Niemann
598,The Black Eyed Peas,1,Boom Boom Pow,2009.0,The Black Eyed Peas
599,Lady Gaga,2,Poker Face,2009.0,Lady Gaga
600,Lady Gaga,3,Just Dance,2009.0,Lady Gaga feat. Colby O’Donis
601,The Black Eyed Peas,4,I Gotta Feeling,2009.0,The Black Eyed Peas
602,Taylor Swift,5,Love Story,2009.0,Taylor Swift
603,Flo Rida,6,Right Round,2009.0,Flo Rida
604,Jason Mraz,7,I’m Yours,2009.0,Jason Mraz
605,Beyonce,8,Single Ladies (Put A Ring On It),2009.0,Beyonce
606,Kanye West,9,Heartless,2009.0,Kanye West
607,The All-American Rejects,10,Gives You Hell,2009.0,The All-American Rejects
608,Taylor Swift,11,You Belong With Me,2009.0,Taylor Swift
609,T.I.,12,Dead And Gone,2009.0,T.I. feat. Justin Timberlake
610,The Fray,13,You Found Me,2009.0,The Fray
611,Kings Of Leon,14,Use Somebody,2009.0,Kings Of Leon
612,Keri Hilson,15,Knock You Down,2009.0,Keri Hilson feat. Kanye West and Ne-Yo
613,Jamie Foxx,16,Blame It,2009.0,Jamie Foxx feat. T-Pain
614,Pitbull,17,I Know You Want Me (Calle Ocho),2009.0,Pitbull
615,T.I.,18,Live Your Life,2009.0,T.I. feat. Rihanna
616,Soulja Boy Tell ’em,19,Kiss Me Thru The Phone,2009.0,Soulja Boy Tell ’em feat. Sammie
617,Jay Sean,20,Down,2009.0,Jay Sean feat. Lil Wayne
618,Miley Cyrus,21,The Climb,2009.0,Miley Cyrus
619,Drake,22,Best I Ever Had,2009.0,Drake
620,Kelly Clarkson,23,My Life Would Suck Without You,2009.0,Kelly Clarkson
621,Beyonce,24,Halo,2009.0,Beyonce
622,Katy Perry,25,Hot n Cold,2009.0,Katy Perry
623,Shinedown,26,Second Chance,2009.0,Shinedown
624,Britney Spears,27,Circus,2009.0,Britney Spears
625,Kid Cudi,28,Day ‘n’ Nite,2009.0,Kid Cudi
626,Miley Cyrus,29,Party in the U.S.A.,2009.0,Miley Cyrus
627,3OH!3,30,Don’t Trust Me,2009.0,3OH!3
628,"Jay-Z, Rihanna and Kanye West",31,Run This Town,2009.0,"Jay-Z, Rihanna and Kanye West"
629,Kevin Rudolf,32,Let It Rock,2009.0,Kevin Rudolf feat. Lil Wayne
630,Sean Kingston,33,Fire Burning,2009.0,Sean Kingston
631,Jason DeRulo,34,Whatcha Say,2009.0,Jason DeRulo
632,Lady Gaga,35,Lovegame,2009.0,Lady Gaga
633,Katy Perry,36,Waking Up In Vegas,2009.0,Katy Perry
634,Jeremih,37,Birthday Sex,2009.0,Jeremih
635,Pink,38,Sober,2009.0,Pink
636,Britney Spears,39,Womanizer,2009.0,Britney Spears
637,T.I.,40,Whatever You Like,2009.0,T.I.
638,Mariah Carey,41,Obsessed,2009.0,Mariah Carey
639,Ne-Yo,42,Mad,2009.0,Ne-Yo
640,Cobra Starship,43,Good Girls Go Bad,2009.0,Cobra Starship feat. Leighton Meester
641,Kanye West,44,Love Lockdown,2009.0,Kanye West
642,Pink,45,So What,2009.0,Pink
643,Pitbull,46,Hotel Room Service,2009.0,Pitbull
644,"Eminem, Dr. Dre and 50 Cent",47,Crack A Bottle,2009.0,"Eminem, Dr. Dre and 50 Cent"
645,Beyonce,48,If I Were A Boy,2009.0,Beyonce
646,Keri Hilson,49,Turning Me On,2009.0,Keri Hilson feat. Lil Wayne
647,The Pussycat Dolls,50,I Hate This Part,2009.0,The Pussycat Dolls
648,Nickelback,51,Gotta Be Somebody,2009.0,Nickelback
649,Pink,52,Please Don’t Leave Me,2009.0,Pink
650,Lady Gaga,53,Paparazzi,2009.0,Lady Gaga
651,Akon,54,Beautiful,2009.0,Akon feat. Colby O’Donis and Kardinal Offishall
652,Coldplay,55,Viva la Vida,2009.0,Coldplay
653,Akon,56,Right Now (Na Na Na),2009.0,Akon
654,Jordin Sparks,57,Battlefield,2009.0,Jordin Sparks
655,Flo Rida,58,Sugar,2009.0,Flo Rida feat. Wynter
656,Ne-Yo,59,Miss Independent,2009.0,Ne-Yo
657,Owl City,60,Fireflies,2009.0,Owl City
658,Linkin Park,61,New Divide,2009.0,Linkin Park
659,Jay-Z + Alicia Keys,62,Empire State Of Mind,2009.0,Jay-Z + Alicia Keys
660,Daughtry,63,No Surprise,2009.0,Daughtry
661,Shakira,64,She Wolf,2009.0,Shakira
662,Mario,65,Break Up,2009.0,Mario feat. Gucci Mane and Sean Garrett
663,Beyonce,66,Sweet Dreams,2009.0,Beyonce
664,Young Money,67,Every Girl,2009.0,Young Money
665,Colbie Caillat,68,Fallin’ For You,2009.0,Colbie Caillat
666,The Veronicas,69,Untouched,2009.0,The Veronicas
667,Nickelback,70,If Today Was Your Last Day,2009.0,Nickelback
668,Fabolous,71,Throw It In The Bag,2009.0,Fabolous feat. The-Dream
669,Boys Like Girls,72,Love Drunk,2009.0,Boys Like Girls
670,Asher Roth,73,I Love College,2009.0,Asher Roth
671,Britney Spears,74,If U Seek Amy,2009.0,Britney Spears
672,Jason Aldean,75,Big Green Tractor,2009.0,Jason Aldean
673,Taylor Swift,76,White Horse,2009.0,Taylor Swift
674,Rihanna,77,Disturbia,2009.0,Rihanna
675,Green Day,78,21 Guns,2009.0,Green Day
676,Soulja Boy Tell’em,79,Turn My Swag On,2009.0,Soulja Boy Tell’em
677,The-Dream,80,Rockin’ That Thang,2009.0,The-Dream
678,Zac Brown Band,81,Chicken Fried,2009.0,Zac Brown Band
679,Beyonce,82,Diva,2009.0,Beyonce
680,Iyaz,83,Replay,2009.0,Iyaz
681,Brad Paisley,84,Then,2009.0,Brad Paisley
682,Rob Thomas,85,Her Diamonds,2009.0,Rob Thomas
683,Jesse McCartney,86,How Do You Sleep?,2009.0,Jesse McCartney feat. Ludacris
684,Britney Spears,87,3,2009.0,Britney Spears
685,Drake,88,Forever,2009.0,"Drake feat. Kanye West, Lil Wayne and Eminem"
686,Justin Bieber,89,One Time,2009.0,Justin Bieber
687,Lady Antebellum,90,I Run To You,2009.0,Lady Antebellum
688,Kelly Clarkson,91,I Do Not Hook Up,2009.0,Kelly Clarkson
689,John Legend,92,Green Light,2009.0,John Legend feat. Andre 3000
690,Billy Currington,93,People Are Crazy,2009.0,Billy Currington
691,Zac Brown Band,94,Whatever It Is,2009.0,Zac Brown Band
692,Kelly Clarkson,95,Already Gone,2009.0,Kelly Clarkson
693,Kristinia DeBarge,96,Goodbye,2009.0,Kristinia DeBarge
694,Michael Franti and Spearhead,97,Say Hey (I Love You),2009.0,Michael Franti and Spearhead feat. Cherine Anderson
695,Jim Jones and Ron Browz,98,Pop Champagne,2009.0,Jim Jones and Ron Browz feat. Juelz Santana
696,Maxwell,99,Pretty Wings,2009.0,Maxwell
697,The Fray,100,Never Say Never,2009.0,The Fray
698,Flo Rida,1,Low,2008.0,Flo Rida feat. T-Pain
699,Leona Lewis,2,Bleeding Love,2008.0,Leona Lewis
700,Alicia Keys,3,No One,2008.0,Alicia Keys
701,Lil Wayne,4,Lollipop,2008.0,Lil Wayne feat. Static Major
702,Timbaland,5,Apologize,2008.0,Timbaland feat. OneRepublic
703,Jordin Sparks Duet With Chris Brown,6,No Air,2008.0,Jordin Sparks Duet With Chris Brown
704,Sara Bareilles,7,Love Song,2008.0,Sara Bareilles
705,Usher,8,Love In This Club,2008.0,Usher feat. Young Jeezy
706,Chris Brown,9,With You,2008.0,Chris Brown
707,Chris Brown,10,Forever,2008.0,Chris Brown
708,Ray J and Yung Berg,11,Sexy Can I,2008.0,Ray J and Yung Berg
709,Rihanna,12,Take A Bow,2008.0,Rihanna
710,Coldplay,13,Viva La Vida,2008.0,Coldplay
711,Katy Perry,14,I Kissed A Girl,2008.0,Katy Perry
712,T.I.,15,Whatever You Like,2008.0,T.I.
713,Rihanna,16,Disturbia,2008.0,Rihanna
714,Rihanna,17,Don’t Stop the Music,2008.0,Rihanna
715,Natasha Bedingfield,18,Pocketful of Sunshine,2008.0,Natasha Bedingfield
716,Chris Brown,19,Kiss Kiss,2008.0,Chris Brown feat. T-Pain
717,Ne-Yo,20,Closer,2008.0,Ne-Yo
718,Colbie Caillat,21,Bubbly,2008.0,Colbie Caillat
719,Mariah Carey,22,Touch My Body,2008.0,Mariah Carey
720,Madonna,23,4 Minutes,2008.0,Madonna feat. Justin Timberlake
721,Pink,24,So What,2008.0,Pink
722,Finger Eleven,25,Paralyzer,2008.0,Finger Eleven
723,Fergie,26,Clumsy,2008.0,Fergie
724,Jason Mraz,27,I’m Yours,2008.0,Jason Mraz
725,Jesse McCartney,28,Leavin’,2008.0,Jesse McCartney
726,Kardinal Offishall,29,Dangerous,2008.0,Kardinal Offishall feat. Akon
727,Jordin Sparks,30,Tattoo,2008.0,Jordin Sparks
728,Miley Cyrus,31,See You Again,2008.0,Miley Cyrus
729,Metro Station,32,Shake It,2008.0,Metro Station
730,OneRepublic,33,Stop And Stare,2008.0,OneRepublic
731,Sean Kingston,34,Take You There,2008.0,Sean Kingston
732,M.I.A.,35,Paper Planes,2008.0,M.I.A.
733,Katy Perry,36,Hot N Cold,2008.0,Katy Perry
734,T.I.,37,Live Your Life,2008.0,T.I. feat. Rihanna
735,Plies,38,Bust It Baby Part 2,2008.0,Plies feat. Ne-Yo
736,Estelle,39,American Boy,2008.0,Estelle feat. Kanye West
737,Lil Wayne,40,Got Money,2008.0,Lil Wayne feat. T-Pain
738,Taylor Swift,41,Our Song,2008.0,Taylor Swift
739,Danity Kane,42,Damaged,2008.0,Danity Kane
740,Lil Wayne,43,A Milli,2008.0,Lil Wayne
741,Buckcherry,44,Sorry,2008.0,Buckcherry
742,Webbie,45,Independent,2008.0,Webbie feat. Lil’ Phat & Lil’ Boosie
743,T-Pain,46,Can’t Believe It,2008.0,T-Pain feat. Lil Wayne
744,Alicia Keys,47,Like You’ll Never See Me Again,2008.0,Alicia Keys
745,Taylor Swift,48,Teardrops On My Guitar,2008.0,Taylor Swift
746,The Pussycat Dolls,49,When I Grow Up,2008.0,The Pussycat Dolls
747,Snoop Dogg,50,Sensual Seduction,2008.0,Snoop Dogg
748,Colby O’Donis,51,What You Got,2008.0,Colby O’Donis feat. Akon
749,3 Doors Down,52,It’S Not My Time,2008.0,3 Doors Down
750,Leona Lewis,53,Better In Time,2008.0,Leona Lewis
751,Soulja Boy Tell’em,54,Crank That (Soulja Boy),2008.0,Soulja Boy Tell’em
752,Linkin Park,55,Shadow Of The Day,2008.0,Linkin Park
753,Wyclef Jean,56,Sweetest Girl (Dollar Bill),2008.0,"Wyclef Jean feat. Akon, Lil Wayne & Niia"
754,Ne-Yo,57,Miss Independent,2008.0,Ne-Yo
755,Secondhand Serenade,58,Fall For You,2008.0,Secondhand Serenade
756,Flo Rida,59,In The Ayer,2008.0,Flo Rida feat. will.i.am
757,John Mayer,60,Say,2008.0,John Mayer
758,Jordin Sparks,61,One Step at A Time,2008.0,Jordin Sparks
759,Rihanna,62,Hate That I Love You,2008.0,Rihanna feat. Ne-Yo
760,Lupe Fiasco,63,Superstar,2008.0,Lupe Fiasco feat. Matthew Santos
761,J. Holiday,64,Suffocate,2008.0,J. Holiday
762,Kevin Rudolf,65,Let It Rock,2008.0,Kevin Rudolf feat. Lil Wayne
763,David Banner,66,Get Like Me,2008.0,David Banner feat. Chris Brown
764,Colbie Caillat,67,Realize,2008.0,Colbie Caillat
765,Young Jeezy,68,Put On,2008.0,Young Jeezy feat. Kanye West
766,David Cook,69,The Time Of My Life,2008.0,David Cook
767,Three 6 Mafia,70,Lolli Lolli (Pop That Body),2008.0,"Three 6 Mafia feat. Project Pat, Young D and Superpower"
768,Baby Bash,71,Cyclone,2008.0,Baby Bash feat. T-Pain
769,Natasha Bedingfield,72,Love Like This,2008.0,Natasha Bedingfield feat. Sean Kingston
770,Jonas Brothers,73,Burnin’ Up,2008.0,Jonas Brothers
771,Kanye West,74,Love Lockdown,2008.0,Kanye West
772,The-Dream,75,I Luv Your Girl,2008.0,The-Dream
773,David Archuleta,76,Crush,2008.0,David Archuleta
774,Plies,77,Hypnotized,2008.0,Plies feat. Akon
775,Fergie,78,Big Girls Don’t Cry,2008.0,Fergie
776,Kanye West,79,Good Life,2008.0,Kanye West feat. T-Pain
777,Britney Spears,80,Womanizer,2008.0,Britney Spears
